"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DYHF","DYTS","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","WindEquipmentChangeDate"
"72493023230","2015-12-01T00:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.22","29","45","0.00",,"+0.01","8","54","30.22","FEW:02 70","30.12","10.00","38","100",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10012/01/15 00:53:02 METAR KOAK 010853Z 10008KT 10SM FEW070 07/M02 A3022 RMK AO2 SLP232 T00721017 58005","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T01:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.23","29","44","0.00",,,,"55","30.22","CLR:00","30.13","10.00","38","130",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09112/01/15 01:53:02 METAR KOAK 010953Z 13006KT 10SM CLR 07/M02 A3023 RMK AO2 SLP234 T00671017","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T02:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.22","29","43","0.00",,,,"58","30.21","CLR:00","30.12","10.00","37","120",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09112/01/15 02:53:02 METAR KOAK 011053Z 12005KT 10SM CLR 06/M02 A3022 RMK AO2 SLP231 T00611017","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T03:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.22","29","43","0.00",,"-0.00","0","58","30.22","BKN:07 200","30.12","10.00","37","120",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11212/01/15 03:53:01 METAR KOAK 011153Z 12004KT 10SM BKN200 06/M02 A3022 RMK AO2 SLP232 T00611017 10089 20061 50000","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T04:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.22","28","42","0.00",,,,"58","30.22","BKN:07 200","30.12","10.00","36","110",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09412/01/15 04:53:02 METAR KOAK 011253Z 11003KT 10SM BKN200 06/M02 A3022 RMK AO2 SLP234 T00561022","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T05:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.23","29","45","0.00",,,,"54","30.23","BKN:07 200","30.13","10.00","38","120",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09412/01/15 05:53:01 METAR KOAK 011353Z 12008KT 10SM BKN200 07/M02 A3023 RMK AO2 SLP236 T00721017","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T06:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","28","45","0.00",,"-0.01","3","52","30.23","FEW:02 20 FEW:02 200","30.14","10.00","38","110",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10712/01/15 06:53:01 METAR KOAK 011453Z 11007KT 10SM FEW020 FEW200 07/M02 A3024 RMK AO2 SLP238 T00721022 53005","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T07:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.25","31","45","0.00",,,,"58","30.24","FEW:02 20 SCT:04 200","30.15","10.00","39","120",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10112/01/15 07:53:01 METAR KOAK 011553Z 12006KT 10SM FEW020 SCT200 07/M01 A3025 RMK AO2 SLP242 T00721006","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T08:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.25","30","50","0.00",,,,"46","30.24","FEW:02 200","30.15","10.00","42","110",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09412/01/15 08:53:02 METAR KOAK 011653Z 11005KT 10SM FEW200 10/M01 A3025 RMK AO2 SLP242 T01001011","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T09:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.26","33","50","0.00",,"-0.02","1","52","30.26","FEW:02 200","30.16","10.00","43","200",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11112/01/15 09:53:02 METAR KOAK 011753Z 20006KT 10SM FEW200 10/01 A3026 RMK AO2 SLP246 T01000006 10111 20039 51008","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T10:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.26","35","51","0.00",,,,"54","30.25","FEW:02 140 FEW:02 200","30.16","10.00","44","220",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10012/01/15 10:53:02 METAR KOAK 011853Z 22005KT 10SM FEW140 FEW200 11/02 A3026 RMK AO2 SLP245 T01060017","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T11:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.23","34","52","0.00",,,,"50","30.23","FEW:02 140 FEW:02 200","30.13","10.00","44","240",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10012/01/15 11:53:02 METAR KOAK 011953Z 24005KT 10SM FEW140 FEW200 11/01 A3023 RMK AO2 SLP236 T01110011","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T12:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.21","35","53","0.00",,"+0.05","8","51","30.21","FEW:02 140 SCT:04 200","30.11","10.00","45","260",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10612/01/15 12:53:02 METAR KOAK 012053Z 26006KT 10SM FEW140 SCT200 12/02 A3021 RMK AO2 SLP229 T01170017 58017","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T13:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.19","37","54","0.00",,,,"53","30.19","FEW:02 140 BKN:07 200","30.09","10.00","46","270",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10512/01/15 13:53:02 METAR KOAK 012153Z 27006KT 10SM FEW140 BKN200 12/03 A3019 RMK AO2 SLP223 T01220028 (WS)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T14:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","39","55","0.00",,,,"55","30.18","FEW:02 140 BKN:07 200","30.08","10.00","47","250",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10512/01/15 14:53:02 METAR KOAK 012253Z 25005KT 10SM FEW140 BKN200 13/04 A3018 RMK AO2 SLP219 T01280039 (WS)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T15:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","40","55","0.00",,"+0.03","6","57","30.18","FEW:02 140 BKN:07 200","30.08","10.00","48","240",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12412/01/15 15:53:02 METAR KOAK 012353Z 24006KT 10SM FEW140 BKN200 13/04 A3018 RMK AO2 SLP219 T01280044 10133 20100 56010 (DPB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T16:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","41","53","0.00",,,,"64","30.17","FEW:02 140 BKN:07 200","30.08","10.00","47","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10012/01/15 16:53:01 METAR KOAK 020053Z 00000KT 10SM FEW140 BKN200 12/05 A3018 RMK AO2 SLP218 T01170050","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T17:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","39","50","0.00",,,,"66","30.18","FEW:02 140 BKN:07 200","30.08","10.00","45","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10012/01/15 17:53:01 METAR KOAK 020153Z 00000KT 10SM FEW140 BKN200 10/04 A3018 RMK AO2 SLP220 T01000039","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T18:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.19","38","49","0.00",,"-0.01","3","66","30.19","FEW:02 140 BKN:07 200","30.09","10.00","44","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10612/01/15 18:53:01 METAR KOAK 020253Z 00000KT 10SM FEW140 BKN200 09/03 A3019 RMK AO2 SLP222 T00940033 53004","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T19:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.20","37","47","0.00",,,,"69","30.19","BKN:07 200","30.10","10.00","43","030",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09312/01/15 19:53:02 METAR KOAK 020353Z 03003KT 10SM BKN200 08/03 A3020 RMK AO2 SLP225 T00830028","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T20:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.21","39","49","0.00",,,,"69","30.21","FEW:02 120 BKN:07 200","30.11","10.00","44","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10012/01/15 20:53:02 METAR KOAK 020453Z 00000KT 10SM FEW120 BKN200 09/04 A3021 RMK AO2 SLP229 T00940039","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T21:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.21","37","47","0.00",,"-0.02","1","69","30.21","FEW:02 100 BKN:07 200","30.11","10.00","43","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11812/01/15 21:53:02 METAR KOAK 020553Z 00000KT 10SM FEW100 BKN200 08/03 A3021 RMK AO2 SLP230 T00830028 10128 20078 51008","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T22:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.22","36","43","0.00",,,,"76","30.22","FEW:02 100 SCT:04 200","30.12","10.00","40","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10012/01/15 22:53:02 METAR KOAK 020653Z 00000KT 10SM FEW100 SCT200 06/02 A3022 RMK AO2 SLP233 T00610022","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T23:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.22","34","44","0.00",,,,"68","30.21","FEW:02 200","30.12","10.00","40","060",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10312/01/15 23:53:02 METAR KOAK 020753Z 06004KT 10SM FEW200 07/01 A3022 RMK AO2 SLP231 T00670011 401330039","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-01T23:59:00","SOD  ","6",,,,,,,,,,,,,,,,,,"48",,,"30.12",,"4.7","0","-2.9","17","56","39","110","15","0.00","0","0.0","110","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD74324 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 5624 HR MIN TEMP (F): 39AVERAGE STATION PRESSURE(D):30.121 MINIMUM SEA LEVEL PRESSURE:30.17 TIME OF OCCURRENCE:1701 PEAK WIND SPEED (MPH): 15 PEAK WIND DIR (DEG):110 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 13FASTEST 2MIN DIR (DEG):110 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 4.7 24 HR AVG TEMP (F): 48DEPART FROM NORMAL: -3  HEATING DEGREE DAYS: 17 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST): 56 LATEST NIGHT MIN TEMP(1900-0800 LST):39 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0705","1650",
"72493023230","2015-12-02T00:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.22","34","43","0.00",,"-0.00","1","71","30.21","FEW:02 200","30.12","10.00","39","030",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10412/02/15 00:53:02 METAR KOAK 020853Z 03003KT 10SM FEW200 06/01 A3022 RMK AO2 SLP231 T00610011 51001 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-02T01:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.22","34","43","0.00",,,,"71","30.22","FEW:02 110 BKN:07 200","30.12","10.00","39","030",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10512/02/15 01:53:02 METAR KOAK 020953Z 03004KT 10SM FEW110 BKN200 06/01 A3022 RMK AO2 SLP232 T00610011 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-02T02:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.23","36","46","0.00",,,,"68","30.23","FEW:02 110 BKN:07 200","30.13","10.00","42","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10512/02/15 02:53:02 METAR KOAK 021053Z 00000KT 10SM FEW110 BKN200 08/02 A3023 RMK AO2 SLP236 T00780022 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-02T03:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.22","36","44","0.00",,"-0.01","0","73","30.22","FEW:02 100 BKN:07 200","30.12","10.00","41","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12312/02/15 03:53:02 METAR KOAK 021153Z 00000KT 10SM FEW100 BKN200 07/02 A3022 RMK AO2 SLP233 T00670022 10094 20061 50002 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-02T04:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.23","37","46","0.00",,,,"71","30.22","OVC:08 100","30.13","10.00","42","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09812/02/15 04:53:02 METAR KOAK 021253Z 00000KT 10SM OVC100 08/03 A3023 RMK AO2 SLP235 T00780028 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-02T05:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.23","36","45","0.00",,,,"71","30.22","BKN:07 110","30.13","10.00","41","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09812/02/15 05:53:02 METAR KOAK 021353Z 00000KT 10SM BKN110 07/02 A3023 RMK AO2 SLP234 T00720022 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-02T06:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","38","47","0.00",,"-0.01","3","71","30.23","SCT:04 95 BKN:07 110 OVC:08 250","30.14","10.00","43","170",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11812/02/15 06:53:02 METAR KOAK 021453Z 17004KT 10SM SCT095 BKN110 OVC250 08/03 A3024 RMK AO2 SLP238 T00830033 53005 (DB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-02T07:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","39","48","0.00",,,,"71","30.23","OVC:08 100","30.14","10.00","44","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09812/02/15 07:53:02 METAR KOAK 021553Z 00000KT 10SM OVC100 09/04 A3024 RMK AO2 SLP237 T00890039 (LM)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-02T08:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.23","40","51","0.00",,,,"66","30.23","OVC:08 100","30.13","10.00","46","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09812/02/15 08:53:02 METAR KOAK 021653Z 00000KT 10SM OVC100 11/04 A3023 RMK AO2 SLP237 T01060044 (LM)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-02T09:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.23","39","51","0.00",,"+0.00","7","64","30.23","BKN:07 80 OVC:08 90","30.13","10.00","45","190",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12312/02/15 09:53:02 METAR KOAK 021753Z 19004KT 10SM BKN080 OVC090 11/04 A3023 RMK AO2 SLP237 T01060039 10111 20067 57001 (LM)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-02T10:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.22","39","53","0.00",,,,"59","30.22","BKN:07 95 OVC:08 140","30.12","10.00","46","210",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10512/02/15 10:53:02 METAR KOAK 021853Z 21003KT 10SM BKN095 OVC140 12/04 A3022 RMK AO2 SLP233 T01170039 (LM)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-02T11:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.19","41","53","0.00",,,,"64","30.19","BKN:07 95 OVC:08 140","30.09","10.00","47","220",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10512/02/15 11:53:02 METAR KOAK 021953Z 22005KT 10SM BKN095 OVC140 12/05 A3019 RMK AO2 SLP222 T01170050 (LM)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-02T12:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.17","41","54","0.00",,"+0.07","8","62","30.16","BKN:07 95 BKN:07 110","30.07","10.00","48","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11112/02/15 12:53:02 METAR KOAK 022053Z 00000KT 10SM BKN095 BKN110 12/05 A3017 RMK AO2 SLP214 T01220050 58023 (LM)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-02T13:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.14","43","54","0.00",,,,"67","30.14","BKN:07 95 BKN:07 110","30.04","10.00","49","210",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10512/02/15 13:53:02 METAR KOAK 022153Z 21005KT 10SM BKN095 BKN110 12/06 A3014 RMK AO2 SLP206 T01220061 (LM)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-02T14:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.12","41","55","0.00",,,,"59","30.12","BKN:07 95 BKN:07 140","30.02","10.00","48","240",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10512/02/15 14:53:02 METAR KOAK 022253Z 24005KT 10SM BKN095 BKN140 13/05 A3012 RMK AO2 SLP200 T01280050 (LM)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-02T15:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.12","42","55","0.00",,"+0.05","6","62","30.11","FEW:02 95 BKN:07 140 BKN:07 200","30.02","10.00","49","250",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13112/02/15 15:53:02 METAR KOAK 022353Z 25004KT 10SM FEW095 BKN140 BKN200 13/06 A3012 RMK AO2 SLP198 T01280056 10133 20106 56017 (NAB)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-02T16:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","43","54","0.00",,,,"67","30.10","FEW:02 95 BKN:07 200","30.01","10.00","49","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10012/02/15 16:53:01 METAR KOAK 030053Z 00000KT 10SM FEW095 BKN200 12/06 A3011 RMK AO2 SLP194 T01220061","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-02T17:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","39","53","0.00",,,,"59","30.11","FEW:02 120 BKN:07 200","30.01","10.00","46","090",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10012/02/15 17:53:01 METAR KOAK 030153Z 09006KT 10SM FEW120 BKN200 12/04 A3011 RMK AO2 SLP196 T01170039","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-02T18:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","35","53","0.00",,"+0.02","8","51","30.10","FEW:02 120 BKN:07 200","30.00","10.00","45","080",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10612/02/15 18:53:01 METAR KOAK 030253Z 08007KT 10SM FEW120 BKN200 12/02 A3010 RMK AO2 SLP192 T01170017 58006","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72493023230","2015-12-02T19:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.08","35","54","0.00",,,,"49","30.08","SCT:04 200","29.98","9.00","45","090",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09212/02/15 19:53:02 METAR KOAK 030353Z 09009KT 9SM SCT200 12/02 A3008 RMK AO2 SLP187 T01220017","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
